experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
long_lowmdd_baseline,50294,798.9346991365803,6.989346991365803,911.4511618327471,8.114511618327471,0.2589374478068955,1.3592897522413956,-0.4203526432559399,386,386,3554,0
long_lowmdd_rr15_t18,50368,434.7687982351368,3.347687982351368,484.94472830927447,3.8494472830927444,0.3630281130876747,1.262907744023465,-0.42021837089318315,386,386,3836,0
long_lowmdd_ema_or_rr,50368,437.8604720814528,3.3786047208145282,489.24117474008136,3.8924117474008133,0.36497379288437104,1.2640204203880059,-0.4182256166294305,386,386,3848,0
long_lowmdd_wick_or_atr,50105,435.1996891830097,3.3519968918300966,483.0739472751106,3.830739472751106,0.36563217243788043,1.2652699680898736,-0.46066069845515056,387,387,3354,0
long_lowmdd_asym_long_l18,42429,706.7189060103582,6.067189060103582,802.6025049305691,7.026025049305691,0.2630276461853921,1.4000500939698002,-0.41365772236877807,379,379,3184,0
long_lowmdd_block_dominant_long,37655,350.6980037167038,2.506980037167038,362.09235085221775,2.6209235085221776,0.2538042756606028,1.300724412533528,-0.17365305849645685,247,247,3554,0
long_lowmdd_active_freeze,50101,801.0767669194257,7.010767669194257,908.5150931278142,8.085150931278143,0.2594359394024071,1.3622783047952498,-0.41950837844716726,386,386,3554,0
long_lowmdd_active_long_bias_block,47519,609.570744157277,5.0957074415727694,665.4568333561211,5.654568333561212,0.25469812075169934,1.314661493734801,-0.4163448532913715,386,386,3554,0
long_lowmdd_rr15_t18_defense,37014,245.01097163107386,1.4501097163107386,248.597513371351,1.4859751337135099,0.36121467552817854,1.2277046406349872,-0.15966193493326797,97,97,3836,0
long_lowmdd_ema_or_rr_defense,37014,245.96693758092016,1.4596693758092014,249.9952422858988,1.4999524228589878,0.36356513751553465,1.2290228445210485,-0.15701798919825338,97,97,3848,0
